job_id,function_group,job_kind,purpose,scheduler_result,scheduler_evidence,exit_code,functional_result,scientific_result,scientific_reason,material,workflow_step,workflow_id,partition,node,cpus,memory,gpus,submitted_at,started_at,finished_at,queue_seconds,run_seconds,vasp_wall_seconds,peak_rss_kbytes,stdout_bytes,stderr_bytes,stdout_sha256,stderr_sha256,evidence_files,notes
40307,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74908,107544,6605550647d504434795358aeda35c2722eef642d49ae1e03877e71b0caddc2d,97bdc9c96626df646ac6a3e0771a59d2916bcddab0b81ac831607b9e041a4fd0,logs/build-40307.out;logs/build-40307.err,
40308,results_and_evidence,stage8-acceptance,"Validate structure, BAND, DOS, and evidence bundles",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1394,0,432a9cab49aa2081affd12aab7d6f37ac75cff31a0c9a7eef170e0bb3acf9ae5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage8-acceptance-40308.out;logs/stage8-acceptance-40308.err,
40309,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode19,,,,,,2026-08-20T22:46:06.004,,,,,6072,726,b0809c8782d48a0b0dfb7b97e316eda3cccf9d497fdb66e7d7a52e1f89940689,208a3b8264c775263d5c5eb1e9f8223767aa177895c905d587755f6d4bc789a9,logs/service-40309.out;logs/service-40309.err,
40782,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,74984,107738,6addcf4cbbb275729800cfdf8e14015a0bebabb435ead94b6f83b8948cdc8d22,a14597db3ab40d405ed116f9dd5dd75c1c10793f292a73b18963674b5551cb0a,logs/build-40782.out;logs/build-40782.err,
40784,web_service,service,Run the long-lived FastAPI and frontend service,failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,47,572,74837bb3b4d65b9d52f22a14437d523f3616618ca62e4cb323302f1851fae590,bff6f075352b75ac710205c7845b80cf068201e8d14ab3a6ad14cadf55a324a8,logs/service-40784.out;logs/service-40784.err,candidate service port was already in use
40786,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-20T22:46:05.996,,,,,3272,728,71fedeed14b40fe8e1855ea5fac1d3d8b24a7121792ed6dfbf96276b515685aa,142527e3f2703af1c652696ed6180ac87580489f508644f0e5787c62e1a3c3a7,logs/service-40786.out;logs/service-40786.err,
40831,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,75213,107946,a8c0e04c9bf4e84fc435ac906b80e9f39bf6da2ed46247be59bc4af71a593f9a,2ef67e2c406e26535c25c569c76d83a2891fc4f348e430c8143421cbfc2e4338,logs/build-40831.out;logs/build-40831.err,
40832,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode18,,,,,,2026-08-21T01:35:17.098,,,,,6599,726,da85096f566edc585360354b206258c00a9c0a5696816840c895640e9ac05d5c,dc6b729f13f36bbf8c90763c0613e5922a157a36ab935315b2b4e821700102d5,logs/service-40832.out;logs/service-40832.err,
40860,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,76253,110215,d0a3c6b65e7ae34739de88570b9e6793ef020e35f6bd8f1bf4d32027bbddb437,25b296d642af198346942029a76655067b4eabd4046dad075ac710226626860a,logs/build-40860.out;logs/build-40860.err,
40910,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,4610ca55b9fb98e1d47e465922c3c43f887e16cd46d0a9f09b0065a31f1ec10a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40910.out;logs/preview-snapshot-40910.err,
40911,recovery_and_rollback,rollback-smoke,Exercise isolated release rollback,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,85,0,1fd4b9675053c0275a3e56409a4369fd597fa418b37b9f64e122f164b5ca5ea8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/rollback-smoke-40911.out;logs/rollback-smoke-40911.err,
40913,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,953,0,1ccf049a57e03350829cda941a6449f09c7f5db6a9f8828e83697edc26359c21,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40913.out;logs/preview-snapshot-40913.err,
40916,results_and_evidence,stage8-acceptance,"Validate structure, BAND, DOS, and evidence bundles",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1394,0,6622c0da52c521a73603904e458b0c2cdac878818f9f83d6ed203635a6ec8cef,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage8-acceptance-40916.out;logs/stage8-acceptance-40916.err,
40917,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode17,,,,,,2026-08-21T14:39:08.755,,,,,8669,728,f6e1f4a005de86f7eb1d55b3b3214772cae02c833918a53403544e12a07cec3f,e0b085c83a300e22ba8398650c8cac125ec0715cb7e3db0675e32e084c44a6b2,logs/service-40917.out;logs/service-40917.err,
40923,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,e34774e9f9556b096b7ff20b642aa635f54887bbaa56ce2c0edca23a5f8cd531,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-40923.out;logs/preview-snapshot-40923.err,
41038,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,d523006e1b381935aa60b0550980ccc20ed2b3cc30d805ee6ef86f0aba6a37fa,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41038.out;logs/preview-snapshot-41038.err,
41039,build_and_release,build,"Build, test, and publish an immutable release",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,16884,112845,6df49f4b29469e2af645f488fb55ab461fef8d6cd90ab0bdb80680d0c3f118b2,fb8f5284b7357db9a3124a6a86fa435e4e27b1f885540af3a896d03a7609f379,logs/build-41039.out;logs/build-41039.err,service recovery build fixture lacked service-state.json
41041,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,744cedd259f05d2f4885eed437400e3be137707063b733888940aecb33c4967a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41041.out;logs/preview-snapshot-41041.err,
41042,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,77083,112893,9fa7ad7e06a529c6d1868d83b3cb29004dde3f3213e8b07bbc171975c712ee3f,54ac10f2c67438b75482bd4460642d4cf2c7eaf8d9d4a9654f475cd17fc424d2,logs/build-41042.out;logs/build-41042.err,
41043,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-21T14:40:18.077,,,,,1855,1820,168b04000f42975f4b06a615b1803ab8b7774687e733b1e33c5b8786ba1d6db8,ea43aeff42f85bd025f8873ce7433cb53a2e0874f90f7fff22d55d320cdd0102,logs/service-41043.out;logs/service-41043.err,
41044,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,0:0,passed_then_controlled_stop,not_applicable,,,,,P107-A100,anode16,2,,,2026-08-21T14:41:01,2026-08-21T14:41:04,2026-08-22T10:26:19.433,3.0,71115.433,,,174244,910,cf696260cc8672cb775dd20f1c76ebb8d66dc0087d8f5e9de416689a143cf097,c263b82c1bd9ec0c90b98801d05b3f388e464de94c9aa2788b7ab2579c5a56e4,logs/service-41044.out;logs/service-41044.err,
41045,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,c5e51daa0d6d0db01fbe00c86346e03d375f6bc3cea6071af549a85e8dcbcc02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41045.out;logs/preview-snapshot-41045.err,
41063,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,528c92b345640950d6f451c8f8a0ac45b93284da363edcb131c1109b60bf4434,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41063.out;logs/preview-snapshot-41063.err,
41064,build_and_release,build,"Build, test, and publish an immutable release",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,18271,113977,13812dc2a7002528d60c645eca541b67bff283092102d9070fa50d96c11737d8,5fad7b0a272dee03831a0956798fd91b8edc98d18729d4eaa4c8a77d50387c1b,logs/build-41064.out;logs/build-41064.err,cross-platform delivery manifest hash test failed
41138,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,6d86827b1a7751a96a098e4b8082a51bfd6fa291e7117dc5b86f5344abdf5000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41138.out;logs/preview-snapshot-41138.err,
41139,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,79206,113715,e32989825c12ce5c9c172a41c690c4caf000963f54c7d58b9667de02cb2ea501,40d0579a6bd36b15fa9acb6969521ceb28e72460582c476df3edec8f7ed770c7,logs/build-41139.out;logs/build-41139.err,
41142,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,0:0,passed_then_controlled_stop,not_applicable,,,,,P107-A100,anode18,2,,,2026-08-21T21:25:58,2026-08-21T21:25:59,2026-08-22T10:26:19.431,1.0,46820.431,,,2284,1638,f0c899ba68b65b386535016fcf061b82272e156739277b52d4c96d7e34a3d25f,89b5910fa4e1707cab16f6c5cf8bd3b1fbda43a49d94d7729a347ebfabbd0500,logs/service-41142.out;logs/service-41142.err,
41477,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,71de10189f25b3ca5032cae9b0b6a1a8241237f944867b006346ed45637deaeb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41477.out;logs/preview-snapshot-41477.err,
41478,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,79210,114335,f6b315a7f2cc1d10384da805df3d6f03200d0919ce3cafa8ae17b52ba85d26eb,7690f87175aee6c2a13ba30cd07749ad2aeb73b67d02c9d242ccb1654b34787b,logs/build-41478.out;logs/build-41478.err,
41479,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode19,,,,,,2026-08-22T16:48:25.884,,,,,175549,2093,82b314cf37a860bd0bfd7ff790cb3d04ffe68922b0dffef4b86cb6f9d6f7452f,77414ac97b1d79ae9fc426c09c37d02a87562e3abdcab3a7f42121ba492bd75c,logs/service-41479.out;logs/service-41479.err,
41481,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,e03131d2de0e0b5f1978f2c1ab11deded96c66a99702cb7e0a54cdbd5be5fd6a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41481.out;logs/preview-snapshot-41481.err,
41482,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,0ddf22d5720e529843bd19f94cb386667483a1f85ddf252ba91155f8e4c4db0e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41482.out;logs/stage10-acceptance-41482.err,
41560,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,80863,114335,ee847203548b8574ccb141b7948f7c210f17915ae2cd8dad888fa33c8c010c88,8c05e041fa79f86513d53bfca0366dab99f320c66c388bd5ec2ba9c262261342,logs/build-41560.out;logs/build-41560.err,
41561,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode18,,,,,,2026-08-22T17:13:05.393,,,,,15482,2275,887694fdf920116c3b2ad1d41ac7127644f7b3913442334bb88ad3467151050d,448aa3a0c73a34654e9a739302136f46412726c276c1eaaad79ebdb48ad80ecc,logs/service-41561.out;logs/service-41561.err,
41563,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,de526958cb0c1c5454ede73544a9b72226a6e263f4b34e30bceb2cc9801e4346,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41563.out;logs/stage10-acceptance-41563.err,
41569,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,81234,114335,e0f76587989f2c61c300f726ee152b8a1968e2c5a6703d185524986e605b19c3,9dfa5c578020fad82046e1c73a23cd6f6f180b56db59c749595af3e07a659239,logs/build-41569.out;logs/build-41569.err,
41570,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-22T18:20:42.713,,,,,35907,1090,3dcb9d208db4bad39c130d23599d6863a8e5f7fc0f32c92ee7b52bbd89906f93,a4fea29a101dc9aa7447e47cc5e0c93d281ce0f44056101c1de89b3990741623,logs/service-41570.out;logs/service-41570.err,
41571,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,26d14d0cf7b94a265d42d9985d20258846249b1edb7461ffc81e8894030c4aba,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41571.out;logs/stage10-acceptance-41571.err,
41645,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,c0a3a434424f1dafc9ccd376fcc35502f2c84fd300e004f025becb9f2e6e88c2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41645.out;logs/preview-snapshot-41645.err,
41646,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,79715,114335,dfef14cc686caf3a3544b23a72381ed9853d4e14cfbd921fc3cb1feeab69b1a3,c4482e06e91905efcd01945accfed8310978620d0bbf8c14e279b9a93d6252af,logs/build-41646.out;logs/build-41646.err,
41648,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode18,,,,,,2026-08-22T21:40:09.908,,,,,88327,1001,024ce5c58934c2f77792c87ed550ecebfe99e3963da5e4d5b0406ad2e5e06933,203661b7a97877cf72904ed3d58c7f2631a9b4e3e6ebff6fc87f0d222272cf77,logs/service-41648.out;logs/service-41648.err,
41649,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,96450b04249c92c20a9d27c1b237a07c9a17f7172fb0e65ec123f35f96c3890b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41649.out;logs/stage10-acceptance-41649.err,
41650,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,6d5baa93cfdc167298621b196f3bcbe3aceda5d53da0a4c0903511b0c5f78b2c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41650.out;logs/preview-snapshot-41650.err,
41670,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,521,0,ce91432be20f9ec197b017733f4d7a12af782ecc95cdce462a59f7d0b89f16f8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41670.out;logs/preview-snapshot-41670.err,
41672,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,83919,115564,d44119b0ad6355327a33d8076404bd967e8bb6c6e1d2720a0624dce856842eee,a8d060d7f5d083e33a843877caf377a9d49b114a1038d433f87f0a493f60f76b,logs/build-41672.out;logs/build-41672.err,
41673,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-22T22:59:25.787,,,,,39188,1927,879bed92cb4311d2a16042d79a34c195029d4cf9decf44bb2d851f2b5eb1e1e7,5f215849259d4d4e2c8ff8e205efe6715d27f06dc78491e49106460c65c57263,logs/service-41673.out;logs/service-41673.err,
41676,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,9b0ecf127ddcfee44d411cc051b59902a4a07eae671d9f3f11041e0ed17c751d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41676.out;logs/stage10-acceptance-41676.err,
41680,snapshot_and_provenance,preview-snapshot,"Capture database, release, service, and scheduler evidence",failed,terminal_job_log,nonzero_by_terminal_evidence,failed,not_applicable,,,,,,,,,,,,,,,,,691,0,8bd1d2447623793fd9962a98c63bc62e79bd5970d0cd7a9ef9fcb96fade0a4b5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/preview-snapshot-41680.out;logs/preview-snapshot-41680.err,post-snapshot used a pre-deploy invariant after an intentional release change
41712,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,85592,115564,87af36e10dce161a80fc965d5c7f4e8a4a96d34ad3b16e8f656f701bad645fe6,aa6eaa15f8a0f8eab1b03648bfc691ac120f62dfd80296e3f73f8f671b32e4e2,logs/build-41712.out;logs/build-41712.err,
41721,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode18,,,,,,2026-08-24T09:50:44.807,,,,,905941,1618,064723649afb5c0128457d059a8977032fbb5468b05d9d4ba8692ac336704ff0,9607a26b66bb56fff1082fbb0bedbc464d09da675811a3572dec7574ecb807aa,logs/service-41721.out;logs/service-41721.err,
41724,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,1f0eeb17b36920a84daa4c5bb0b15b668fb2feffc10738fcb47391010e13a89c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-41724.out;logs/stage10-acceptance-41724.err,
41899,vasp_calculation,vasp_relax,MoS2 RELAX calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,relax,110146f9-f1a6-40bb-a985-8ac442ee6a32,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-23 07:08:34.997814,2026-08-23T07:08:35+00:00,2026-08-23T07:09:23+00:00,0.002,48.0,47.22,2302340,,,,,data/workflows/110146f9-f1a6-40bb-a985-8ac442ee6a32/attempts/d5553498-17cf-4696-a2a7-a784f16a85fd,attempt=d5553498-17cf-4696-a2a7-a784f16a85fd; release=217cf255e0c1ad0090e2215b9c0a5928a0da19ca; runtime=runtime-time.txt
41900,vasp_calculation,vasp_scf,MoS2 SCF calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,scf,110146f9-f1a6-40bb-a985-8ac442ee6a32,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-23 07:09:30.847588,2026-08-23T07:09:30+00:00,2026-08-23T07:10:29+00:00,0,59.0,58.25,2237740,,,,,data/workflows/110146f9-f1a6-40bb-a985-8ac442ee6a32/attempts/4d3e5ebd-1c82-40ad-b1a8-9711ee803ea9,attempt=4d3e5ebd-1c82-40ad-b1a8-9711ee803ea9; release=217cf255e0c1ad0090e2215b9c0a5928a0da19ca; runtime=runtime-time.txt
41901,vasp_calculation,vasp_band,MoS2 BAND calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,band,110146f9-f1a6-40bb-a985-8ac442ee6a32,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-23 07:10:31.037862,2026-08-23T07:10:32+00:00,2026-08-23T07:11:37+00:00,0.962,65.0,64.62,2482820,,,,,data/workflows/110146f9-f1a6-40bb-a985-8ac442ee6a32/attempts/e2059b4a-9949-4578-9dcd-21a45a23385c,attempt=e2059b4a-9949-4578-9dcd-21a45a23385c; release=217cf255e0c1ad0090e2215b9c0a5928a0da19ca; runtime=runtime-time.txt
41902,vasp_calculation,vasp_dos,MoS2 DOS calculation,completed,database_saved_scontrol_observation,0:0,passed,accepted,,MoS2,dos,110146f9-f1a6-40bb-a985-8ac442ee6a32,P107-RTX5090,anode01,16,32G,1xRTX5090,2026-08-23 07:11:40.852333,2026-08-23T07:11:40+00:00,2026-08-23T07:12:22+00:00,0,42.0,40.91,2345420,,,,,data/workflows/110146f9-f1a6-40bb-a985-8ac442ee6a32/attempts/cc5fe836-02ef-4a96-9ba2-58215c7bfeb4,attempt=cc5fe836-02ef-4a96-9ba2-58215c7bfeb4; release=217cf255e0c1ad0090e2215b9c0a5928a0da19ca; runtime=runtime-time.txt
43709,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,84884,117144,3bc339986f0e09d394cf723c95feb4b767473287de6d972dba98743cbb8182a3,f20afff6c786f4b89350d1dcf6fb76be7a66fb6774dfcbc82017c45b81968756,logs/build-43709.out;logs/build-43709.err,
43710,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-24T10:53:13.007,,,,,32326,1727,ecbf2eede62fa298b8632bee4ea16418d1d41d96d997fa927901df4c948f80d5,4b089b2821bd018b827a4db4038e64a889f29e65db3f359edefb83551a89ea2c,logs/service-43710.out;logs/service-43710.err,
43711,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,3331ce280915cb6f2c8e55ea4fc7097f79715de6bc7761df30edfc8cfb665f2a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-43711.out;logs/stage10-acceptance-43711.err,
43725,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,84865,117144,34091bc1b2deb6080c2b415a7031800e74a1128e11e5e53f7fe232119492c238,255dd84a8d876aeadf3a47d40a5757d42e9ed3a5a40f92ca93c7ffd685df5269,logs/build-43725.out;logs/build-43725.err,
43726,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode18,,,,,,2026-08-24T11:32:44.153,,,,,21977,1820,576f96a343417ad1270c31749d1895649c351bda0a03e3efa396938788c2004a,c2be0fcf3ffdaba2ebc72038817ebc06f8d64d6b9ddb4b66215dae57cd0610d6,logs/service-43726.out;logs/service-43726.err,
43728,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,7f93081d45b26d09508aa8daa845c63afe5a501e6363c8de36a0bd9e5876c0c7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-43728.out;logs/stage10-acceptance-43728.err,
43736,build_and_release,build,"Build, test, and publish an immutable release",completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,86693,117144,4966144e0540b5b1196044f31e0f10d189d5a6ed4312a301d78fbb0bbc714dc4,2e926dcef08208e323467576547a4c8c9e7f32d9e51ca6a53834867c888502ec,logs/build-43736.out;logs/build-43736.err,
43737,web_service,service,Run the long-lived FastAPI and frontend service,cancelled,slurmd_cancellation_record,,passed_then_controlled_stop,not_applicable,,,,,,anode16,,,,,,2026-08-27T22:51:09.567,,,,,2132737,2164,ada4aff3cd84674db437bb373a26279f3f80fda83a142a009c7f218ef7ebff0b,d0040eea05aa7650328998e13a4ecc154c46069cb094dd75e14742bb4c8c0def,logs/service-43737.out;logs/service-43737.err,
43738,delivery_acceptance,stage10-acceptance,Run read-only delivery acceptance,completed,successful_terminal_job_log,0:0_by_terminal_evidence,passed,not_applicable,,,,,,,,,,,,,,,,,1522,0,2d21f62c995214ab24caab9016aad69b0a2cc80c9f273d6ff64d936c41980180,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,logs/stage10-acceptance-43738.out;logs/stage10-acceptance-43738.err,
